id,date,confirmed,deaths,recovered,population
2dd0ae12,2/10/2020,27,0,3,51606633
2dd0ae12,2/11/2020,28,0,3,51606633
2dd0ae12,2/12/2020,28,0,7,51606633
2dd0ae12,2/13/2020,28,0,7,51606633
2dd0ae12,2/14/2020,28,0,7,51606633
2dd0ae12,2/15/2020,28,0,9,51606633
2dd0ae12,2/16/2020,29,0,9,51606633
2dd0ae12,2/17/2020,30,0,10,51606633
2dd0ae12,2/18/2020,31,0,12,51606633
2dd0ae12,2/19/2020,31,0,12,51606633
2dd0ae12,2/20/2020,104,1,16,51606633
2dd0ae12,2/21/2020,204,2,16,51606633
2dd0ae12,2/22/2020,433,2,16,51606633
2dd0ae12,2/23/2020,602,6,18,51606633
2dd0ae12,2/24/2020,833,8,18,51606633
2dd0ae12,2/25/2020,977,10,22,51606633
2dd0ae12,2/26/2020,1261,12,22,51606633
2dd0ae12,2/27/2020,1766,13,22,51606633
2dd0ae12,2/28/2020,2337,13,22,51606633
2dd0ae12,2/29/2020,3150,16,27,51606633
2dd0ae12,3/1/2020,3736,17,30,51606633
2dd0ae12,3/2/2020,4335,28,30,51606633
2dd0ae12,3/3/2020,5186,28,30,51606633
2dd0ae12,3/4/2020,5621,35,41,51606633
2dd0ae12,3/5/2020,6088,35,41,51606633
2dd0ae12,3/6/2020,6593,42,135,51606633
2dd0ae12,3/7/2020,7041,44,135,51606633
2dd0ae12,3/8/2020,7314,50,118,51606633
2dd0ae12,3/9/2020,7478,53,118,51606633
2dd0ae12,3/10/2020,7513,54,247,51606633
2dd0ae12,3/11/2020,7755,60,288,51606633
2dd0ae12,3/12/2020,7869,66,333,51606633
2dd0ae12,3/13/2020,7979,66,510,51606633
2dd0ae12,3/14/2020,8086,72,510,51606633
2dd0ae12,3/15/2020,8162,75,510,51606633
2dd0ae12,3/16/2020,8236,75,1137,51606633
2dd0ae12,3/17/2020,8320,81,1407,51606633
2dd0ae12,3/18/2020,8413,84,1540,51606633
2dd0ae12,3/19/2020,8565,91,1540,51606633
2dd0ae12,3/20/2020,8652,94,1540,51606633
2dd0ae12,3/21/2020,8799,102,1540,51606633
2dd0ae12,3/22/2020,8961,111,2909,51606633
2dd0ae12,3/23/2020,8961,111,2909,51606633
2dd0ae12,3/24/2020,9037,120,3507,51606633
2dd0ae12,3/25/2020,9137,126,3730,51606633
2dd0ae12,3/26/2020,9241,131,4144,51606633
2dd0ae12,3/27/2020,9332,139,4528,51606633
2dd0ae12,3/28/2020,9478,144,4811,51606633
2dd0ae12,3/29/2020,9583,152,5033,51606633
2dd0ae12,3/30/2020,9661,158,5228,51606633
2dd0ae12,3/31/2020,9786,162,5408,51606633
2dd0ae12,4/1/2020,9887,165,5567,51606633
2dd0ae12,4/2/2020,9976,169,5828,51606633
2dd0ae12,4/3/2020,10062,174,6021,51606633
2dd0ae12,4/4/2020,10156,177,6325,51606633
2dd0ae12,4/5/2020,10237,183,6463,51606633
2dd0ae12,4/6/2020,10284,186,6598,51606633
2dd0ae12,4/7/2020,10331,192,6694,51606633
2dd0ae12,4/8/2020,10384,200,6776,51606633
2dd0ae12,4/9/2020,10423,204,6973,51606633
2dd0ae12,4/10/2020,10450,208,7117,51606633
2dd0ae12,4/11/2020,10480,211,7243,51606633
2dd0ae12,4/12/2020,10512,214,7368,51606633
2dd0ae12,4/13/2020,10537,217,7447,51606633
2dd0ae12,4/14/2020,10564,222,7534,51606633
2dd0ae12,4/15/2020,10591,225,7616,51606633
2dd0ae12,4/16/2020,10613,229,7757,51606633
2dd0ae12,4/17/2020,10635,230,7829,51606633
2dd0ae12,4/18/2020,10653,232,7937,51606633
2dd0ae12,4/19/2020,10661,234,8042,51606633
2dd0ae12,4/20/2020,10674,236,8114,51606633
2dd0ae12,4/21/2020,10683,237,8213,51606633
2dd0ae12,4/22/2020,10694,238,8277,51606633
2dd0ae12,4/23/2020,10708,240,8501,51606633
2dd0ae12,4/24/2020,10718,240,8635,51606633
2dd0ae12,4/25/2020,10728,242,8717,51606633
2dd0ae12,4/26/2020,10738,243,8764,51606633
2dd0ae12,4/27/2020,10752,244,8854,51606633
2dd0ae12,4/28/2020,10761,246,8922,51606633
2dd0ae12,4/29/2020,10765,247,9059,51606633
2dd0ae12,4/30/2020,10774,248,9072,51606633
2dd0ae12,5/1/2020,10780,250,9123,51606633
2dd0ae12,5/2/2020,10793,250,9183,51606633
2dd0ae12,5/3/2020,10801,252,9217,51606633
2dd0ae12,5/4/2020,10804,254,9283,51606633
2dd0ae12,5/5/2020,10806,255,9333,51606633
2dd0ae12,5/6/2020,10810,256,9419,51606633
2dd0ae12,5/7/2020,10822,256,9484,51606633
2dd0ae12,5/8/2020,10840,256,9568,51606633
2dd0ae12,5/9/2020,10874,256,9610,51606633
2dd0ae12,5/10/2020,10909,256,9632,51606633
2dd0ae12,5/11/2020,10936,258,9670,51606633
2dd0ae12,5/12/2020,10962,259,9695,51606633
2dd0ae12,5/13/2020,10991,260,9762,51606633
2dd0ae12,5/14/2020,11018,260,9821,51606633
2dd0ae12,5/15/2020,11037,262,9851,51606633
2dd0ae12,5/16/2020,11050,262,9888,51606633
2dd0ae12,5/17/2020,11065,263,9904,51606633
2dd0ae12,5/18/2020,11078,263,9938,51606633
2dd0ae12,5/19/2020,11110,263,10066,51606633
2dd0ae12,5/20/2020,11122,264,10135,51606633
2dd0ae12,5/21/2020,11142,264,10162,51606633
2dd0ae12,5/22/2020,11165,266,10194,51606633
2dd0ae12,5/23/2020,11190,266,10213,51606633
2dd0ae12,5/24/2020,11206,267,10226,51606633
2dd0ae12,5/25/2020,11225,269,10275,51606633
2dd0ae12,5/26/2020,11265,269,10295,51606633
2dd0ae12,5/27/2020,11344,269,10340,51606633
2dd0ae12,5/28/2020,11402,269,10363,51606633
2dd0ae12,5/29/2020,11441,269,10398,51606633
2dd0ae12,5/30/2020,11468,270,10405,51606633
2dd0ae12,5/31/2020,11503,271,10422,51606633
2dd0ae12,6/1/2020,11541,272,10446,51606633
2dd0ae12,6/2/2020,11590,273,10467,51606633
2dd0ae12,6/3/2020,11629,273,10499,51606633
2dd0ae12,6/4/2020,11668,273,10506,51606633
2dd0ae12,6/5/2020,11719,273,10531,51606633
2dd0ae12,6/6/2020,11776,273,10552,51606633
2dd0ae12,6/7/2020,11814,273,10563,51606633
2dd0ae12,6/8/2020,11852,274,10589,51606633
2dd0ae12,6/9/2020,11902,276,10611,51606633
2dd0ae12,6/10/2020,11947,276,10654,51606633
2dd0ae12,6/11/2020,12003,277,10669,51606633
2dd0ae12,6/12/2020,12051,277,10691,51606633
2dd0ae12,6/13/2020,12085,277,10718,51606633
2dd0ae12,6/14/2020,12121,277,10730,51606633
2dd0ae12,6/15/2020,12155,278,10760,51606633
2dd0ae12,6/16/2020,12198,279,10774,51606633
2dd0ae12,6/17/2020,12257,280,10800,51606633
2dd0ae12,6/18/2020,12306,280,10835,51606633
2dd0ae12,6/19/2020,12373,280,10856,51606633
2dd0ae12,6/20/2020,12421,280,10868,51606633
2dd0ae12,6/21/2020,12438,280,10881,51606633
2dd0ae12,6/22/2020,12484,281,10908,51606633
2dd0ae12,6/23/2020,12535,281,10930,51606633
2dd0ae12,6/24/2020,12563,282,10974,51606633
2dd0ae12,6/25/2020,12602,282,11172,51606633
2dd0ae12,6/26/2020,12653,282,11317,51606633
2dd0ae12,6/27/2020,12715,282,11364,51606633
2dd0ae12,6/28/2020,12757,282,11429,51606633
2dd0ae12,6/29/2020,12800,282,11537,51606633
2dd0ae12,6/30/2020,12850,282,11613,51606633
2dd0ae12,7/1/2020,12904,282,11684,51606633
2dd0ae12,7/2/2020,12967,282,11759,51606633
2dd0ae12,7/3/2020,13030,283,11811,51606633
2dd0ae12,7/4/2020,13091,283,11832,51606633
2dd0ae12,7/5/2020,13137,284,11848,51606633
2dd0ae12,7/6/2020,13181,285,11914,51606633
2dd0ae12,7/7/2020,13244,285,11970,51606633
2dd0ae12,7/8/2020,13293,287,12019,51606633
2dd0ae12,7/9/2020,13338,288,12065,51606633
2dd0ae12,7/10/2020,13373,288,12144,51606633
2dd0ae12,7/11/2020,13417,289,12178,51606633
2dd0ae12,7/12/2020,13479,289,12204,51606633
2dd0ae12,7/13/2020,13512,289,12282,51606633
2dd0ae12,7/14/2020,13551,289,12348,51606633
2dd0ae12,7/15/2020,13612,291,12396,51606633
2dd0ae12,7/16/2020,13672,293,12460,51606633
2dd0ae12,7/17/2020,13711,294,12519,51606633
2dd0ae12,7/18/2020,13745,295,12556,51606633
2dd0ae12,7/19/2020,13771,296,12572,51606633
