id,date,confirmed,deaths,recovered,population
2dd0ae12,1/22/2020,1,0,0,51606633
2dd0ae12,1/23/2020,1,0,0,51606633
2dd0ae12,1/24/2020,2,0,0,51606633
2dd0ae12,1/25/2020,2,0,0,51606633
2dd0ae12,1/26/2020,3,0,0,51606633
2dd0ae12,1/27/2020,4,0,0,51606633
2dd0ae12,1/28/2020,4,0,0,51606633
2dd0ae12,1/29/2020,4,0,0,51606633
2dd0ae12,1/30/2020,4,0,0,51606633
2dd0ae12,1/31/2020,11,0,0,51606633
2dd0ae12,2/1/2020,12,0,0,51606633
2dd0ae12,2/2/2020,15,0,0,51606633
2dd0ae12,2/3/2020,15,0,0,51606633
2dd0ae12,2/4/2020,16,0,0,51606633
2dd0ae12,2/5/2020,19,0,0,51606633
2dd0ae12,2/6/2020,23,0,0,51606633
2dd0ae12,2/7/2020,24,0,1,51606633
2dd0ae12,2/8/2020,24,0,1,51606633
2dd0ae12,2/9/2020,25,0,3,51606633
